Student Name,Student ID,Attendance Percentage,Previous Exam Score,Previous Semester Score,Assignment Score,Internal Assessment Score,Study Hours per Day,Class Participation Percentage,Sleep Hours per Day,Final Performance Score,Performance Category
Aryan Gupta,ST2718,86.5,77.8,78.2,68.5,70.5,4.7,60.6,8.6,88.1,Excellent
Sakshi Pandey,ST2719,79.9,99.2,78.8,76.8,64.4,7.0,67.2,4.9,88.0,Excellent
Ayush Kapoor,ST2720,68.7,51.6,27.8,46.3,57.9,2.5,51.8,7.1,53.6,Average
Sakshi Joshi,ST2721,79.6,40.9,71.7,59.4,61.0,5.2,45.6,5.4,65.1,Average
Kavya Yadav,ST2722,82.1,69.7,72.6,75.8,70.6,4.7,59.9,7.3,80.4,Good
Anjali Agarwal,ST2723,64.2,60.8,78.8,81.2,62.3,1.1,74.3,8.3,74.3,Good
Pranav Agarwal,ST2724,74.3,49.9,51.0,65.4,53.4,7.6,45.5,5.9,80.4,Good
Manish Mishra,ST2725,76.2,70.1,57.1,78.3,76.5,4.6,81.4,6.6,77.6,Good
Diya Malhotra,ST2726,66.1,79.0,81.0,85.5,87.8,6.9,68.9,6.6,86.5,Excellent
Vikram Kumar,ST2727,83.1,74.7,66.9,82.3,60.0,3.9,55.4,8.4,74.9,Good
Sachin Mishra,ST2728,81.4,60.9,80.5,99.1,78.7,7.5,83.9,5.3,94.0,Excellent
Aarav Rana,ST2729,65.1,70.1,55.4,60.9,57.4,5.0,52.0,6.6,72.1,Good
Tanya Kapoor,ST2730,75.0,47.5,46.8,70.1,64.2,1.8,61.5,8.9,64.5,Average
Sachin Joshi,ST2731,60.7,61.7,65.7,71.3,73.6,4.8,69.5,6.3,76.7,Good
Pranav Rana,ST2732,77.4,58.5,70.7,75.8,62.4,6.1,62.7,6.5,78.7,Good
Amit Pandey,ST2733,76.6,74.1,70.4,75.2,100.0,7.1,61.9,6.9,97.4,Excellent
Ayush Sharma,ST2734,57.9,51.0,58.8,56.8,70.8,4.4,62.9,9.4,71.8,Good
Tanya Verma,ST2735,81.9,76.2,75.6,75.8,89.6,6.6,77.9,5.7,98.5,Excellent
Isha Chauhan,ST2736,45.0,56.1,33.6,77.2,38.1,1.5,49.0,8.2,59.2,Average
Amit Patel,ST2737,62.3,56.1,48.0,60.8,31.7,0.7,51.8,6.3,55.0,Average
Tanya Bansal,ST2738,100.0,93.2,93.8,72.0,90.2,6.7,84.0,5.8,99.5,Excellent
Ishaan Agarwal,ST2739,72.6,63.4,58.5,61.9,64.8,1.7,49.8,6.9,70.4,Good
Diya Singh,ST2740,89.4,96.0,60.8,76.7,75.1,4.2,72.6,7.6,88.2,Excellent
Rohan Patel,ST2741,100.0,95.9,99.6,84.0,83.1,5.4,79.0,6.4,96.4,Excellent
Riya Malhotra,ST2742,51.1,31.7,29.5,48.6,25.0,0.5,40.1,7.7,48.6,At Risk
Sameer Rana,ST2743,96.1,93.7,68.1,82.7,74.8,6.9,76.8,6.1,99.6,Excellent
Ayush Shah,ST2744,80.7,77.7,75.2,80.4,73.4,3.6,76.0,7.2,90.4,Excellent
Ayush Yadav,ST2745,85.1,75.7,83.5,87.1,82.7,9.8,86.6,5.1,98.2,Excellent
Ananya Joshi,ST2746,59.7,47.7,58.8,67.9,48.8,4.6,75.0,5.8,73.4,Good
Karan Kumar,ST2747,91.9,67.7,93.1,69.6,77.4,8.4,68.8,6.1,96.1,Excellent
Shivam Saxena,ST2748,77.4,30.3,65.3,61.1,75.7,2.4,56.9,7.9,68.7,Average
Pranav Yadav,ST2749,85.6,68.3,79.6,83.4,87.7,6.2,67.4,7.0,89.3,Excellent
Ayush Gupta,ST2750,68.6,65.9,72.1,72.0,77.1,2.7,61.8,6.5,80.4,Good
Pooja Bansal,ST2751,95.7,76.4,60.6,71.1,80.0,5.9,67.4,5.8,79.3,Good
Manish Patel,ST2752,62.6,50.1,78.5,65.7,55.2,1.6,76.3,8.4,78.0,Good
Khushi Patel,ST2753,50.6,25.0,40.9,45.9,53.3,3.9,28.2,8.5,57.3,Average
Aman Yadav,ST2754,51.8,40.6,49.3,50.7,44.0,0.5,39.9,8.0,51.5,Average
Riya Verma,ST2755,93.0,68.8,80.8,55.2,85.5,5.3,76.9,7.3,86.1,Excellent
Kavya Mishra,ST2756,76.7,78.7,61.9,56.1,71.1,5.0,89.5,4.9,77.9,Good
Karan Verma,ST2757,81.2,86.7,72.0,77.4,72.8,4.1,94.4,7.7,93.0,Excellent
Sanya Malhotra,ST2758,69.9,69.8,75.8,72.6,65.0,2.8,55.4,8.9,81.0,Good
Diya Agarwal,ST2759,100.0,91.9,68.6,73.9,97.4,6.9,100.0,7.8,100.0,Excellent
Arjun Kumar,ST2760,78.5,63.6,68.2,77.7,54.4,6.2,66.9,7.9,81.3,Good
Rohan Sharma,ST2761,63.7,67.1,78.7,67.6,69.0,3.7,66.3,5.5,77.1,Good
Varun Rana,ST2762,75.6,67.6,79.5,77.7,67.2,6.0,92.7,6.2,99.1,Excellent
Meera Bansal,ST2763,62.9,52.9,53.5,66.8,85.0,5.3,53.8,6.8,87.4,Excellent
Neha Yadav,ST2764,76.1,43.1,71.3,74.7,66.1,4.3,69.8,6.4,80.4,Good
Aryan Gupta,ST2765,64.3,48.3,42.6,63.2,55.3,2.7,30.0,6.1,56.6,Average
Avni Kumar,ST2766,89.6,77.0,63.5,74.2,69.3,4.7,78.6,7.5,90.1,Excellent
Sneha Agarwal,ST2767,64.8,72.6,64.6,67.9,55.3,5.8,87.5,7.9,79.2,Good
Mohit Agarwal,ST2768,62.1,51.0,58.6,59.1,59.1,2.5,61.4,5.9,63.7,Average
Vikram Verma,ST2769,100.0,80.9,98.0,87.1,95.1,9.0,100.0,7.6,100.0,Excellent
Arjun Saxena,ST2770,80.4,60.8,66.3,62.3,65.2,3.5,68.7,7.4,76.3,Good
Priya Gupta,ST2771,79.3,64.9,55.1,77.5,75.3,3.3,59.6,8.8,79.0,Good
Priya Singh,ST2772,64.7,50.5,57.6,80.5,60.2,3.4,62.3,8.0,70.6,Good
Diya Shah,ST2773,73.7,52.8,62.1,77.4,63.4,3.0,77.5,7.4,71.6,Good
Avni Kumar,ST2774,45.7,71.6,47.7,61.9,44.8,0.6,38.7,7.7,58.1,Average
Aryan Verma,ST2775,75.1,84.0,69.5,88.5,94.7,6.6,95.4,6.8,99.0,Excellent
Aarav Mehta,ST2776,96.3,100.0,96.4,91.9,93.3,8.5,86.4,8.4,100.0,Excellent
Akash Pandey,ST2777,65.0,44.6,67.5,52.9,78.7,3.4,55.3,7.8,73.0,Good
Meera Singh,ST2778,92.8,81.7,92.7,74.4,74.4,6.2,79.4,6.5,100.0,Excellent
Shivam Rana,ST2779,69.4,59.1,51.4,83.0,85.4,3.0,63.9,7.8,69.5,Average
Varun Chauhan,ST2780,83.5,93.2,83.8,77.1,76.6,6.7,100.0,7.3,98.9,Excellent
Kavya Bansal,ST2781,100.0,100.0,81.9,94.8,89.9,10.0,87.0,6.0,100.0,Excellent
Riya Pandey,ST2782,95.2,46.2,52.5,59.0,69.6,5.9,46.6,6.1,84.8,Good
Priya Bansal,ST2783,56.9,33.4,42.1,67.9,59.7,2.4,51.7,8.5,61.2,Average
Aman Sharma,ST2784,85.7,84.4,81.8,74.4,86.2,5.5,69.0,6.7,95.3,Excellent
Aarav Shah,ST2785,84.9,62.3,74.9,72.8,51.6,4.2,65.8,6.8,83.6,Good
Meera Pandey,ST2786,74.9,80.5,79.6,72.5,68.3,2.8,81.5,7.9,82.4,Good
Nikhil Agarwal,ST2787,83.1,56.5,68.8,71.5,52.5,3.2,50.9,6.7,77.7,Good
Ayush Joshi,ST2788,51.9,39.8,47.9,63.6,43.6,4.5,53.0,7.3,67.6,Average
Amit Sharma,ST2789,82.9,60.7,92.8,88.6,81.8,4.4,85.4,6.7,93.1,Excellent
Kavya Verma,ST2790,75.4,74.5,78.9,78.8,50.7,4.4,62.5,4.5,75.1,Good
Riya Kumar,ST2791,61.9,51.8,45.6,59.5,60.7,0.7,50.2,7.9,55.5,Average
Amit Mishra,ST2792,64.1,84.6,71.5,82.0,83.7,6.7,79.8,7.1,100.0,Excellent
Mohit Singh,ST2793,92.0,74.9,66.3,80.7,90.0,3.0,72.4,7.6,85.9,Excellent
Deepak Sinha,ST2794,75.5,25.0,50.2,63.5,53.4,5.1,66.0,4.9,69.2,Average
Manish Shah,ST2795,100.0,91.6,93.1,80.3,77.8,8.4,91.7,5.2,100.0,Excellent
Anjali Kapoor,ST2796,83.3,40.9,67.8,78.4,71.1,3.1,52.5,8.4,86.1,Excellent
Anjali Malhotra,ST2797,66.6,42.3,55.7,74.8,77.3,3.1,48.4,7.3,68.0,Average
Amit Chauhan,ST2798,60.2,53.1,63.9,80.6,90.7,6.3,64.8,4.9,79.2,Good
Aman Agarwal,ST2799,86.1,43.1,58.6,63.5,80.5,7.3,54.5,6.8,91.7,Excellent
Meera Kapoor,ST2800,58.6,50.1,51.5,41.4,53.6,5.0,66.2,5.4,57.2,Average
Riya Malhotra,ST2801,66.6,59.3,55.4,69.0,65.6,4.6,49.4,6.5,78.0,Good
Manish Saxena,ST2802,76.0,42.9,73.3,62.2,70.4,2.5,70.6,7.6,73.5,Good
Varun Chauhan,ST2803,100.0,76.4,88.0,74.9,73.9,5.2,70.1,7.2,96.1,Excellent
Rahul Chauhan,ST2804,75.5,54.8,73.1,79.0,70.9,1.8,82.2,8.4,77.3,Good
Priya Kumar,ST2805,84.5,77.0,76.2,84.6,65.3,3.7,64.1,7.6,92.9,Excellent
Isha Singh,ST2806,55.6,67.3,55.0,70.6,58.1,3.9,55.8,7.7,68.6,Average
Sneha Sharma,ST2807,57.5,59.6,68.9,62.5,77.7,3.6,71.4,6.8,74.7,Good
Akash Kapoor,ST2808,92.9,92.8,65.6,83.6,76.1,4.7,94.7,6.2,96.2,Excellent
Nisha Malhotra,ST2809,72.1,70.0,71.6,58.6,53.7,3.4,51.8,7.2,70.6,Good
Shreya Verma,ST2810,70.5,65.5,61.7,53.1,66.5,4.0,60.2,8.1,76.7,Good
Riya Agarwal,ST2811,81.0,71.9,54.5,60.9,45.0,4.6,62.9,7.9,72.2,Good
Aman Singh,ST2812,47.3,42.8,77.7,70.7,60.4,0.7,34.7,7.3,59.9,Average
Sanya Rana,ST2813,63.1,42.4,63.8,66.2,68.1,5.3,46.4,6.9,83.8,Good
Nikhil Pandey,ST2814,71.9,50.2,76.5,79.1,69.7,4.6,74.5,6.1,84.8,Good
Nikhil Shah,ST2815,91.7,83.6,96.1,82.0,95.2,7.8,100.0,7.8,100.0,Excellent
Amit Joshi,ST2816,83.6,65.0,48.2,72.1,47.8,1.5,66.5,9.0,74.8,Good
Ananya Gupta,ST2817,74.9,51.6,56.4,67.4,81.4,5.9,66.2,7.3,73.2,Good
Avni Malhotra,ST2818,60.8,41.3,72.4,72.5,47.8,3.8,46.5,5.5,64.7,Average
Anjali Mehta,ST2819,69.7,59.2,80.1,72.7,71.6,8.1,94.4,7.3,94.6,Excellent
Tanya Pandey,ST2820,88.8,63.0,71.6,68.7,81.4,3.6,93.4,8.8,85.8,Excellent
Akash Sinha,ST2821,79.7,99.1,79.5,96.6,92.0,5.4,87.2,5.8,98.5,Excellent
Neha Kapoor,ST2822,74.6,83.4,83.5,74.8,100.0,2.9,73.1,8.1,85.3,Excellent
Aman Yadav,ST2823,74.9,63.2,75.4,75.1,62.6,3.6,60.1,7.0,73.1,Good
Tanya Sinha,ST2824,71.8,72.3,63.6,60.6,53.0,6.3,67.5,8.1,92.1,Excellent
Shreya Kapoor,ST2825,70.6,67.9,80.1,80.2,58.5,5.3,55.7,5.8,89.5,Excellent
Amit Shah,ST2826,80.3,65.0,57.0,80.7,68.0,3.1,52.2,6.8,75.6,Good
Nikhil Bansal,ST2827,82.0,90.0,68.4,72.5,76.7,6.0,73.6,5.3,84.3,Good
Rohan Gupta,ST2828,92.7,72.0,87.3,82.4,71.0,5.5,84.0,7.3,88.8,Excellent
Pooja Saxena,ST2829,76.6,71.2,84.6,73.1,63.8,0.9,82.1,8.0,81.6,Good
Priya Sinha,ST2830,76.5,55.3,57.9,58.0,40.1,0.5,53.5,7.9,72.6,Good
Ishaan Saxena,ST2831,84.4,80.7,96.0,95.7,99.5,8.1,90.0,6.1,100.0,Excellent
Shreya Mehta,ST2832,88.4,57.2,73.2,88.9,68.0,6.5,86.8,6.4,89.4,Excellent
Karan Malhotra,ST2833,55.7,61.0,65.8,59.5,58.5,1.6,74.8,7.1,68.6,Average
Karan Agarwal,ST2834,100.0,84.6,76.0,85.8,50.6,5.0,67.9,7.9,98.5,Excellent
Avni Verma,ST2835,82.9,75.0,67.3,75.2,52.4,3.4,79.4,5.7,79.6,Good
Aryan Rana,ST2836,85.5,100.0,96.9,84.1,77.9,8.1,96.2,6.3,97.7,Excellent
Ayush Agarwal,ST2837,53.4,34.5,55.0,50.5,41.8,2.8,48.6,5.8,58.8,Average
Neha Rana,ST2838,68.8,68.4,58.2,53.1,70.4,2.1,64.9,6.9,72.0,Good
Aman Saxena,ST2839,100.0,74.7,69.7,86.9,72.2,6.8,94.4,6.8,91.5,Excellent
Pooja Gupta,ST2840,88.7,74.5,73.1,77.8,79.3,5.2,80.7,9.1,97.9,Excellent
Tanya Rana,ST2841,88.7,100.0,76.7,100.0,95.5,6.7,66.9,6.1,98.8,Excellent
Aarav Sinha,ST2842,51.6,59.1,52.6,52.9,60.1,2.0,58.5,8.4,67.2,Average
Shreya Rana,ST2843,96.5,80.1,69.1,65.2,91.2,5.9,95.0,5.2,92.2,Excellent
Nisha Verma,ST2844,92.7,75.2,91.7,68.5,68.5,4.4,92.0,7.1,89.3,Excellent
Vikram Kapoor,ST2845,64.5,32.2,53.7,69.2,53.2,0.5,52.3,7.6,55.9,Average
Sakshi Mehta,ST2846,71.3,58.7,70.1,63.3,82.1,2.0,66.2,8.1,78.9,Good
Ananya Sharma,ST2847,71.2,49.2,76.4,81.3,80.7,2.6,62.0,6.7,70.7,Good
Nikhil Mehta,ST2848,74.0,40.2,51.5,55.5,67.5,3.1,47.2,6.4,69.5,Average
Kavya Verma,ST2849,88.3,41.6,69.2,58.8,67.1,4.9,73.4,4.9,70.9,Good
Riya Joshi,ST2850,89.5,61.8,91.8,95.9,72.6,8.1,83.1,7.0,92.4,Excellent
Diya Patel,ST2851,79.8,69.3,61.0,78.3,38.0,3.6,74.2,6.5,81.6,Good
Ananya Pandey,ST2852,79.5,76.3,76.0,70.6,58.5,6.0,64.7,7.9,87.2,Excellent
Akash Rana,ST2853,65.2,65.1,59.5,81.2,65.7,4.9,84.0,7.5,72.3,Good
Deepak Saxena,ST2854,66.1,65.6,67.6,71.0,64.4,5.0,60.4,8.2,80.0,Good
Aarav Rana,ST2855,78.3,58.0,81.1,67.6,51.6,5.0,62.0,6.1,80.4,Good
Akash Kapoor,ST2856,93.1,78.6,83.1,91.8,79.3,6.3,69.2,7.0,98.7,Excellent
Shreya Kumar,ST2857,68.6,48.3,47.1,42.0,50.9,2.6,47.8,7.5,58.5,Average
Khushi Rana,ST2858,78.2,50.4,69.7,66.8,68.5,3.5,92.5,6.7,74.7,Good
Manish Mishra,ST2859,98.7,56.1,83.4,82.7,92.5,6.8,90.7,8.0,98.7,Excellent
Shivam Malhotra,ST2860,70.0,48.0,63.9,69.0,57.9,6.2,65.3,7.6,82.5,Good
Ishaan Sharma,ST2861,73.3,53.8,54.3,52.2,70.2,3.9,76.2,9.2,70.6,Good
Ishaan Verma,ST2862,80.4,85.0,80.7,84.8,64.7,4.8,45.9,7.7,81.8,Good
Aman Sinha,ST2863,67.1,69.7,74.3,61.1,66.9,6.1,68.1,8.7,91.1,Excellent
Ananya Sharma,ST2864,90.2,80.6,76.0,65.5,80.1,3.1,70.9,9.1,94.3,Excellent
Vikram Sinha,ST2865,86.9,55.6,68.9,68.1,49.3,3.9,58.2,6.6,70.8,Good
Aarav Gupta,ST2866,73.4,33.2,41.7,65.6,34.3,0.5,21.0,6.1,49.3,At Risk
Priya Saxena,ST2867,89.2,81.1,75.9,100.0,89.3,5.8,79.5,8.6,100.0,Excellent
Ananya Malhotra,ST2868,86.3,83.6,96.7,93.0,88.6,9.3,100.0,7.2,100.0,Excellent
Diya Saxena,ST2869,84.9,69.9,90.2,79.4,65.2,7.3,81.6,7.3,93.5,Excellent
Shivam Sinha,ST2870,45.0,25.0,39.2,39.6,25.0,0.5,35.1,7.1,47.7,At Risk
Deepak Saxena,ST2871,80.8,78.1,75.6,77.1,60.0,4.0,74.3,7.5,82.6,Good
Avni Pandey,ST2872,74.6,49.0,55.8,79.0,67.4,1.3,76.4,8.5,73.8,Good
Sachin Kumar,ST2873,67.4,48.6,53.0,49.3,56.2,4.9,49.0,7.7,67.7,Average
Nikhil Verma,ST2874,83.2,81.5,57.0,81.9,53.9,3.7,47.0,6.5,81.0,Good
Neha Sinha,ST2875,75.3,57.4,72.5,55.8,49.8,4.4,47.2,8.6,78.8,Good
Sneha Malhotra,ST2876,60.1,71.7,52.5,70.2,66.9,5.4,68.1,7.1,78.6,Good
Anjali Chauhan,ST2877,77.6,64.6,77.9,70.5,69.0,4.9,58.1,7.7,85.3,Excellent
Akash Bansal,ST2878,64.6,48.4,65.0,63.6,47.8,0.5,47.5,8.4,68.8,Average
Karan Sinha,ST2879,74.2,75.9,30.8,64.8,64.6,4.4,74.7,9.2,80.6,Good
Khushi Pandey,ST2880,64.4,58.8,70.9,64.9,62.3,2.6,41.1,7.7,72.0,Good
Karan Malhotra,ST2881,59.8,25.4,56.7,54.9,52.7,3.7,65.5,7.1,64.6,Average
Sameer Rana,ST2882,66.3,64.0,47.6,44.0,37.4,3.1,41.9,9.1,71.3,Good
Deepak Mishra,ST2883,71.4,65.3,52.5,73.3,62.7,5.3,50.5,8.1,74.0,Good
Amit Yadav,ST2884,95.3,79.4,75.7,90.1,95.8,5.1,83.4,7.3,98.6,Excellent
Kavya Patel,ST2885,70.3,72.9,53.0,77.3,54.9,1.9,79.6,7.6,65.6,Average
Sameer Gupta,ST2886,68.8,46.6,71.1,79.8,50.8,5.0,50.4,5.0,69.7,Average
Rahul Chauhan,ST2887,45.0,68.5,48.3,63.1,48.9,3.9,46.6,7.0,74.0,Good
Amit Sharma,ST2888,65.0,66.4,76.4,83.0,63.2,4.9,62.0,5.6,75.0,Good
Manish Gupta,ST2889,76.5,91.4,79.9,80.8,83.4,6.4,96.0,4.5,85.0,Excellent
Aditya Kapoor,ST2890,97.0,100.0,91.6,75.0,86.2,7.8,86.7,6.1,99.3,Excellent
Varun Kumar,ST2891,89.3,70.7,54.7,81.2,51.2,2.7,76.8,5.9,79.1,Good
Sameer Shah,ST2892,75.3,65.8,57.2,77.9,81.5,6.5,71.1,6.5,83.8,Good
Meera Mehta,ST2893,77.2,46.2,73.4,65.1,66.5,3.5,60.2,7.5,70.7,Good
Isha Chauhan,ST2894,77.1,58.8,60.9,66.1,65.0,3.8,57.5,7.7,81.3,Good
Nikhil Sinha,ST2895,82.6,61.8,77.6,80.0,74.6,4.6,99.2,6.9,89.1,Excellent
Riya Pandey,ST2896,77.0,58.8,81.3,64.1,61.0,0.5,97.7,6.3,68.2,Average
Riya Bansal,ST2897,75.6,94.7,63.8,72.5,58.1,5.3,55.5,6.8,82.6,Good
Avni Joshi,ST2898,73.5,66.0,64.9,61.5,48.9,2.8,54.8,6.2,79.4,Good
Arjun Agarwal,ST2899,72.6,51.2,72.0,57.4,77.2,3.9,61.4,8.5,76.7,Good
Kavya Verma,ST2900,87.3,61.7,66.2,57.4,67.3,3.0,39.8,7.1,66.8,Average
Ananya Gupta,ST2901,59.1,34.2,46.0,72.0,27.7,1.3,44.3,6.3,55.3,Average
Rahul Joshi,ST2902,82.5,83.7,83.6,75.6,64.3,4.5,98.7,6.0,90.2,Excellent
Amit Bansal,ST2903,90.6,94.6,95.2,100.0,99.3,6.1,89.0,6.9,100.0,Excellent
Pranav Pandey,ST2904,82.2,75.5,68.3,55.2,64.2,3.4,74.3,7.3,77.9,Good
Priya Rana,ST2905,66.1,66.4,70.3,71.7,65.0,4.2,90.1,6.9,81.9,Good
Deepak Mehta,ST2906,68.2,73.3,87.0,82.6,67.4,3.8,67.9,8.1,86.3,Excellent
Akash Agarwal,ST2907,91.1,71.8,86.6,94.8,77.6,8.2,85.5,5.7,97.6,Excellent
Sanya Singh,ST2908,64.4,57.3,61.6,62.2,45.5,2.8,69.1,8.3,71.8,Good
Karan Verma,ST2909,66.8,25.0,46.1,50.1,41.6,3.1,55.1,7.1,60.7,Average
Nisha Agarwal,ST2910,62.5,45.0,45.8,65.3,66.6,6.0,80.8,7.7,77.3,Good
Tanya Mishra,ST2911,84.9,73.5,80.5,70.1,84.8,6.2,83.0,6.2,95.1,Excellent
Varun Kapoor,ST2912,78.9,41.3,50.3,57.7,59.3,3.1,54.5,8.0,58.3,Average
Tanya Pandey,ST2913,74.7,67.7,54.7,55.9,68.9,4.0,68.5,6.3,67.9,Average
Priya Joshi,ST2914,57.5,61.4,64.3,73.6,85.7,4.4,87.5,8.7,83.7,Good
Meera Yadav,ST2915,63.1,80.0,53.4,79.3,61.7,5.9,91.4,6.8,83.3,Good
Manish Pandey,ST2916,80.4,50.2,75.5,62.6,65.6,4.5,74.5,6.6,73.6,Good
Shivam Kapoor,ST2917,70.7,68.8,68.0,62.0,60.0,5.0,59.0,5.8,74.4,Good
Aditya Verma,ST2918,85.4,73.6,66.7,72.6,55.9,4.6,85.0,7.2,80.0,Good
Neha Singh,ST2919,71.5,65.3,56.8,82.8,62.0,6.0,71.0,6.7,83.6,Good
Ananya Kapoor,ST2920,80.0,85.7,67.8,50.3,87.3,5.3,81.9,5.6,81.4,Good
Priya Agarwal,ST2921,46.9,57.6,65.6,68.4,68.9,3.5,69.8,6.4,71.3,Good
Aryan Sharma,ST2922,83.1,39.0,51.9,76.8,80.7,5.2,57.5,5.0,78.5,Good
Sakshi Saxena,ST2923,52.9,48.8,43.4,49.0,42.2,5.2,58.7,5.8,57.6,Average
Ananya Joshi,ST2924,67.7,63.7,47.3,63.5,52.3,3.0,65.4,7.1,63.1,Average
Shreya Verma,ST2925,71.0,69.7,81.5,78.1,97.4,7.0,88.5,7.1,90.6,Excellent
Riya Kumar,ST2926,50.8,42.3,51.2,60.4,57.7,1.8,55.8,7.1,56.1,Average
Aarav Sinha,ST2927,85.0,56.9,68.6,82.4,48.0,4.2,71.2,7.6,79.7,Good
Pranav Agarwal,ST2928,58.1,49.8,50.6,49.3,64.7,0.5,44.6,6.6,50.3,Average
Isha Sinha,ST2929,68.6,37.1,63.2,65.4,50.7,2.1,45.0,7.8,71.8,Good
Mohit Kumar,ST2930,62.0,31.5,43.5,64.1,25.2,1.9,43.9,7.3,48.6,At Risk
Sanya Shah,ST2931,60.4,50.2,71.3,77.2,83.8,5.8,78.9,6.7,75.1,Good
Rahul Sharma,ST2932,97.3,68.9,82.2,66.0,48.9,4.1,61.7,7.1,82.8,Good
Aman Mehta,ST2933,78.2,82.7,73.3,71.3,70.2,5.3,63.3,6.4,84.5,Good
Aryan Kumar,ST2934,72.4,84.3,70.4,66.0,71.8,3.1,59.0,5.7,83.9,Good
Manish Sharma,ST2935,68.0,67.2,44.6,60.1,70.3,4.0,67.9,6.1,70.7,Good
Avni Kumar,ST2936,63.8,63.5,82.4,84.8,92.2,7.9,84.7,5.2,88.9,Excellent
Aryan Shah,ST2937,87.4,58.1,61.6,53.8,80.7,3.5,51.9,7.0,79.2,Good
Sakshi Patel,ST2938,62.1,70.3,69.6,79.1,82.6,2.8,55.3,7.9,83.4,Good
Tanya Rana,ST2939,92.9,96.5,88.9,61.7,82.6,5.8,74.3,8.4,89.6,Excellent
Avni Bansal,ST2940,100.0,83.3,96.3,86.2,87.3,7.0,88.7,6.3,100.0,Excellent
Priya Bansal,ST2941,65.5,64.5,50.9,67.3,49.6,3.9,29.1,7.0,77.5,Good
Shivam Pandey,ST2942,84.5,69.3,86.4,64.0,88.0,5.3,87.9,8.9,90.7,Excellent
Mohit Kapoor,ST2943,100.0,100.0,100.0,100.0,98.7,8.9,100.0,6.1,100.0,Excellent
Isha Kumar,ST2944,70.7,81.2,73.6,75.4,79.8,2.9,69.8,6.6,86.3,Excellent
Riya Joshi,ST2945,77.6,50.2,59.0,74.0,60.8,5.2,78.4,6.9,79.9,Good
Priya Sinha,ST2946,72.4,69.2,70.3,66.4,58.9,5.0,73.5,6.6,74.8,Good
Rahul Rana,ST2947,63.3,87.1,92.7,70.2,85.7,6.3,80.0,6.2,91.0,Excellent
Meera Shah,ST2948,85.1,68.6,62.2,62.7,81.4,4.9,76.9,5.6,76.2,Good
Vikram Mehta,ST2949,73.8,37.2,59.4,57.9,31.5,2.9,54.3,8.8,60.5,Average
Nikhil Kapoor,ST2950,87.1,70.1,75.2,78.0,59.1,5.7,77.8,7.5,92.7,Excellent
Sakshi Pandey,ST2951,69.0,37.0,57.0,45.5,25.0,0.5,47.2,9.2,60.9,Average
Sameer Chauhan,ST2952,56.9,58.7,71.7,64.5,61.7,1.2,86.2,8.4,80.2,Good
Amit Mishra,ST2953,80.6,53.2,56.3,76.2,54.4,1.4,58.8,7.4,74.0,Good
Sanya Malhotra,ST2954,80.1,51.0,75.3,71.6,67.3,3.9,79.9,5.5,76.3,Good
Ayush Bansal,ST2955,72.8,47.9,44.4,58.3,60.2,4.2,46.6,6.2,61.7,Average
Akash Sharma,ST2956,66.3,75.9,73.0,70.2,66.0,7.3,65.7,6.4,91.2,Excellent
Ayush Saxena,ST2957,79.9,69.7,63.1,77.2,100.0,4.2,84.1,6.1,88.5,Excellent
Khushi Saxena,ST2958,57.3,47.1,54.0,70.0,65.2,3.5,54.6,5.4,68.7,Average
Avni Bansal,ST2959,62.9,42.1,48.6,61.8,50.7,1.1,37.4,6.6,59.8,Average
Tanya Sinha,ST2960,82.2,99.7,81.8,80.4,73.8,5.7,78.8,6.7,99.7,Excellent
Shreya Shah,ST2961,59.1,69.5,59.8,73.9,58.3,4.2,66.4,8.7,70.8,Good
Akash Agarwal,ST2962,53.7,61.5,56.9,49.6,59.3,2.8,83.4,6.6,62.0,Average
Tanya Sharma,ST2963,71.4,55.9,56.1,52.9,56.9,2.5,59.3,8.0,65.1,Average
Priya Chauhan,ST2964,99.5,100.0,87.0,83.1,89.8,6.8,79.8,5.8,100.0,Excellent
Arjun Sinha,ST2965,50.5,34.7,45.1,48.8,48.4,4.6,49.4,6.8,57.2,Average
Kavya Joshi,ST2966,92.6,100.0,96.7,89.0,100.0,7.1,100.0,6.7,100.0,Excellent
Ananya Mishra,ST2967,77.0,47.6,58.0,74.5,66.3,1.4,37.9,9.0,70.3,Good
Pooja Mehta,ST2968,93.5,77.6,52.0,72.6,65.0,7.0,70.1,4.5,94.1,Excellent
Rahul Sharma,ST2969,64.8,54.3,63.1,63.6,53.7,4.6,69.1,6.2,79.3,Good
Sneha Joshi,ST2970,60.9,59.2,66.3,62.4,62.8,1.7,63.4,7.6,70.4,Good
Khushi Verma,ST2971,69.8,50.8,72.6,59.3,49.3,4.0,54.3,7.5,65.8,Average
Tanya Malhotra,ST2972,86.7,80.5,82.8,73.2,70.9,6.7,60.8,5.6,92.3,Excellent
Shreya Bansal,ST2973,57.6,44.7,58.2,69.8,45.8,2.8,50.9,7.2,59.0,Average
Sneha Kapoor,ST2974,96.9,93.5,74.3,57.4,96.6,7.3,57.7,6.7,92.0,Excellent
Rahul Bansal,ST2975,61.3,52.2,25.0,61.8,29.0,2.6,49.9,8.8,57.6,Average
Sanya Mishra,ST2976,74.3,54.2,73.1,93.1,63.4,5.4,72.0,7.2,81.2,Good
Diya Kumar,ST2977,69.2,78.1,78.3,89.0,72.6,6.0,96.1,6.7,93.1,Excellent
